featurePos,retentionTimePos,InChIKey2DPos,featureNeg,retentionTimeNeg,InChIKey2DNeg
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:770,6.995500000000001,https://enpkg.commons-lab.org/kg/UQFZKTIHSICSPG,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:290,7.363133333333334,https://enpkg.commons-lab.org/kg/UQFZKTIHSICSPG
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:835,6.013733333333334,https://enpkg.commons-lab.org/kg/UQFZKTIHSICSPG,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:290,7.363133333333334,https://enpkg.commons-lab.org/kg/UQFZKTIHSICSPG
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:28,4.739116666666666,https://enpkg.commons-lab.org/kg/JHXAZBBVQSRKJR,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:24,4.8358333333333325,https://enpkg.commons-lab.org/kg/JHXAZBBVQSRKJR
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:28,4.739116666666666,https://enpkg.commons-lab.org/kg/JHXAZBBVQSRKJR,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:14,4.73675,https://enpkg.commons-lab.org/kg/JHXAZBBVQSRKJR
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:28,4.739116666666666,https://enpkg.commons-lab.org/kg/JHXAZBBVQSRKJR,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:29,4.68605,https://enpkg.commons-lab.org/kg/JHXAZBBVQSRKJR
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:298,2.4112666666666667,https://enpkg.commons-lab.org/kg/CNKGXSBPJQHCKK,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:15,2.41945,https://enpkg.commons-lab.org/kg/CNKGXSBPJQHCKK
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:344,1.26885,https://enpkg.commons-lab.org/kg/HAVWRBANWNTOJX,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:119,1.27065,https://enpkg.commons-lab.org/kg/HAVWRBANWNTOJX
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:9,2.3292333333333333,https://enpkg.commons-lab.org/kg/XGADTAYOFHOFIW,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:116,2.2449166666666667,https://enpkg.commons-lab.org/kg/XGADTAYOFHOFIW
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:9,2.3292333333333333,https://enpkg.commons-lab.org/kg/XGADTAYOFHOFIW,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:6,2.328966666666666,https://enpkg.commons-lab.org/kg/XGADTAYOFHOFIW
https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_pos.mgf:scan:331,4.052433333333333,https://enpkg.commons-lab.org/kg/ACHDMUPTZYZIGR,https://enpkg.commons-lab.org/kg/lcms_feature_mzspec:MSV000087728:VGF156_A06_features_ms2_neg.mgf:scan:164,3.690116666666667,https://enpkg.commons-lab.org/kg/ACHDMUPTZYZIGR
