subject
https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL367
https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL612348
https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL368
